,tweet_id,name,screen_name,retweet_count,text,mined_at,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
1732,1229430056642056193,World Health Organization (WHO),WHO,28,"@DrTedros ""They [the data] are very important in enabling WHO to provide good evidence-based advice to countries. We encourage all countries to share their data publicly""-@DrTedros #coronavirus",2020-03-29 19:11:24.751142,2020-02-17 15:39:01.000000,61,"[{'text': 'coronavirus', 'indices': [181, 193]}]",49323,,Twitter Web App,None,None,None
1733,1229430005765169153,World Health Organization (WHO),WHO,60,"@DrTedros ""Today #China has published a paper with detailed data on over 44,000 confirmed cases of #COVID19.

These data give us a better understanding about the age range of people affected, the severity of the disease and the mortality rate""-@DrTedros #coronavirus",2020-03-29 19:11:24.751146,2020-02-17 15:38:49.000000,91,"[{'text': 'China', 'indices': [17, 23]}, {'text': 'COVID19', 'indices': [99, 107]}, {'text': 'coronavirus', 'indices': [254, 266]}]",49323,,Twitter Web App,None,None,None
1734,1229429908981649409,World Health Organization (WHO),WHO,57,"@DrTedros ""Outside #China, WHO has received reports of 694 #COVID19 cases from 25 countries &amp; three deaths. 

As more data comes in from 🇨🇳, we’re starting to get a clearer picture of the outbreak, how it’s developing &amp; where it could be headed""-@DrTedros #coronavirus",2020-03-29 19:11:24.751151,2020-02-17 15:38:26.000000,75,"[{'text': 'China', 'indices': [19, 25]}, {'text': 'COVID19', 'indices': [59, 67]}, {'text': 'coronavirus', 'indices': [264, 276]}]",49323,,Twitter Web App,None,None,None
1735,1229429810239361024,World Health Organization (WHO),WHO,96,"@DrTedros ""As of 6am GVA time today, #China has reported 70,635 cases of #COVID19 to WHO, including 1772 deaths. 

In the past 24 hours 🇨🇳 has reported 2051 new cases, which includes both clinically- &amp; lab-confirmed cases. 

94% of new cases continue to come from Hubei province""-@DrTedros",2020-03-29 19:11:24.751155,2020-02-17 15:38:03.000000,109,"[{'text': 'China', 'indices': [37, 43]}, {'text': 'COVID19', 'indices': [73, 81]}]",49323,,Twitter Web App,None,None,None
1736,1229429360957902849,World Health Organization (WHO),WHO,550,Daily media briefing on #COVID19 with @DrTedros https://t.co/5784xBbue8,2020-03-29 19:11:24.751159,2020-02-17 15:36:16.000000,817,"[{'text': 'COVID19', 'indices': [24, 32]}]",49323,,Periscope,None,None,None
1739,1229412821923979264,World Health Organization (WHO),WHO,20,"@pahowho Trecia is proud to be a nurse.
“Nursing is a very noble profession.” But she is worried that many colleagues are migrating – moving away to work in other hospitals or leaving the country completely – making the centre short of staff.”
https://t.co/xGKZOcS83z https://t.co/hPCxdIM9Pt",2020-03-29 19:11:24.751170,2020-02-17 14:30:32.000000,93,[],49323,,Twitter Web App,None,None,None
1740,1229390762481192960,World Health Organization (WHO),WHO,21,"@pahowho “I love the fact that I’m the first person that the person comes in contact with when they come into the emergency department &amp; the fact that whatever care I provide for the patient will be a lasting one.""
- Trecia Simone Stewart
https://t.co/xGKZOcS83z https://t.co/27mXyET1nT",2020-03-29 19:11:24.751174,2020-02-17 13:02:53.000000,164,[],49323,,Twitter Web App,None,None,None
1741,1229382584192372736,World Health Organization (WHO),WHO,17,"@pahowho Trecia is an emergency nurse in a hospital situated between 2 major highways, which treats a large number of trauma patients with injuries including gunshot wounds &amp; road traffic accidents. It has also recently had to manage a large #dengue outbreak.
https://t.co/xGKZOcS83z https://t.co/R2TO8FDFrb",2020-03-29 19:11:24.751180,2020-02-17 12:30:23.000000,107,"[{'text': 'dengue', 'indices': [246, 253]}]",49323,,Twitter Web App,None,None,None
1743,1229364984674693120,World Health Organization (WHO),WHO,48,"""I want patients to be treated how I would want to be treated if I was in a healthcare facility… I give my best so that quality care is given.”
- Trecia Simone Stewart, a nurse in #Jamaica 🇯🇲
https://t.co/xGKZOcS83z
#SupportNursesAndMidwives https://t.co/qGbd4y3Vqh",2020-03-29 19:11:24.751188,2020-02-17 11:20:27.000000,249,"[{'text': 'Jamaica', 'indices': [180, 188]}, {'text': 'SupportNursesAndMidwives', 'indices': [216, 241]}]",49323,,Twitter Web App,None,None,None
1753,1229131807267983360,World Health Organization (WHO),WHO,72,"Several early #COVID19 investigation master protocols or master forms are available for countries to use.
More information can be found here https://t.co/fr959Bp9mc

#coronavirus https://t.co/4rk7gElr1U",2020-03-29 19:11:24.751226,2020-02-16 19:53:53.000000,113,"[{'text': 'COVID19', 'indices': [14, 22]}, {'text': 'coronavirus', 'indices': [166, 178]}]",49323,,Twitter for iPhone,None,None,None
1754,1229130168595308549,World Health Organization (WHO),WHO,276,"Studies to assess the epidemiology &amp; clinical characteristics of #COVID19 cases in different settings are critical to furthering our understanding of this #coronavirus &amp; associated disease.

WHO Situation Report 16 February 2020 https://t.co/VZlogNGd0o https://t.co/YM2vTA8Oci",2020-03-29 19:11:24.751230,2020-02-16 19:47:22.000000,474,"[{'text': 'COVID19', 'indices': [69, 77]}, {'text': 'coronavirus', 'indices': [159, 171]}]",49323,,Twitter for iPhone,None,None,None
1807,1228685429693669390,World Health Organization (WHO),WHO,180,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “This is a time for facts, not fear.
This is a time for rationality, not rumours.
This is a time for solidarity, not stigma”-@DrTedros at #MSC2020 on #COVID19 #coronavirus",2020-03-29 19:11:25.458389,2020-02-15 14:20:08.000000,335,"[{'text': 'MSC2020', 'indices': [233, 241]}, {'text': 'COVID19', 'indices': [245, 253]}, {'text': 'coronavirus', 'indices': [254, 266]}]",49323,,Twitter Web App,None,None,None
1808,1228685351235063808,World Health Organization (WHO),WHO,59,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “In our fractured and divided 🌎, health is one of the few areas in which international cooperation offers the opportunity for countries to work together for a common cause”-@DrTedros at #MSC2020 on #COVID19 #coronavirus",2020-03-29 19:11:25.458393,2020-02-15 14:19:50.000000,165,"[{'text': 'MSC2020', 'indices': [281, 289]}, {'text': 'COVID19', 'indices': [293, 301]}, {'text': 'coronavirus', 'indices': [302, 314]}]",49323,,Twitter Web App,None,None,None
1809,1228685298235793414,World Health Organization (WHO),WHO,53,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “We have a choice. Can we come together to face a common and dangerous enemy? Or will we allow fear, suspicion and irrationality to distract and divide us?”-DrTedros at #MSC2020 on #COVID19 #coronavirus",2020-03-29 19:11:25.458396,2020-02-15 14:19:37.000000,115,"[{'text': 'MSC2020', 'indices': [264, 272]}, {'text': 'COVID19', 'indices': [276, 284]}, {'text': 'coronavirus', 'indices': [285, 297]}]",49323,,Twitter Web App,None,None,None
1810,1228685229545656320,World Health Organization (WHO),WHO,84,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “It’s easy to blame. It’s easy to politicize. It’s harder to tackle a problem together, and find solutions together.
We will all learn lessons from this #COVID19 outbreak. But now is not the time for recriminations or politicization”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458400,2020-02-15 14:19:21.000000,146,"[{'text': 'COVID19', 'indices': [248, 256]}, {'text': 'MSC2020', 'indices': [342, 350]}, {'text': 'coronavirus', 'indices': [351, 363]}]",49323,,Twitter Web App,None,None,None
1811,1228685090953318400,World Health Organization (WHO),WHO,55,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “Too much has been written &amp; said about my praise for 🇨🇳.
I have given credit where it’s due &amp; I will continue to do that, as I would for any country that fights an outbreak aggressively at its source to protect its own people &amp; the 🌎, even at great cost to itself”-@DrTedros",2020-03-29 19:11:25.458403,2020-02-15 14:18:48.000000,159,[],49323,,Twitter Web App,None,None,None
1812,1228684978520776704,World Health Organization (WHO),WHO,60,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “3⃣ we must be guided by solidarity, not stigma.
The greatest enemy we face is not the #coronavirus itself; it’s the stigma that turns us against each other. We must stop stigma and hate!”-@DrTedros at #MSC2020 on #COVID19

https://t.co/BjdmDVzXlE",2020-03-29 19:11:25.458407,2020-02-15 14:18:21.000000,102,"[{'text': 'coronavirus', 'indices': [182, 194]}, {'text': 'MSC2020', 'indices': [297, 305]}, {'text': 'COVID19', 'indices': [309, 317]}]",49323,,Twitter Web App,None,None,None
1813,1228684734659792896,World Health Organization (WHO),WHO,63,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “Now more than ever is the time for us to let science and evidence lead policy.
If we don’t, we are headed down a dark path that leads nowhere but division and disharmony”-@DrTedros at #MSC2020 on #COVID19 #coronavirus",2020-03-29 19:11:25.458412,2020-02-15 14:17:23.000000,101,"[{'text': 'MSC2020', 'indices': [280, 288]}, {'text': 'COVID19', 'indices': [292, 300]}, {'text': 'coronavirus', 'indices': [301, 313]}]",49323,,Twitter Web App,None,None,None
1814,1228684675465568259,World Health Organization (WHO),WHO,27,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “In many countries, measures have been taken by one part of government without appropriate consultation with the health ministry, or consideration of the impact of those measures”-@DrTedros at #MSC2020 on #COVID19 #coronavirus",2020-03-29 19:11:25.458416,2020-02-15 14:17:09.000000,42,"[{'text': 'MSC2020', 'indices': [288, 296]}, {'text': 'COVID19', 'indices': [300, 308]}, {'text': 'coronavirus', 'indices': [309, 321]}]",49323,,Twitter Web App,None,None,None
1815,1228684601301794816,World Health Organization (WHO),WHO,36,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “2⃣ this is not a job for the health minister alone. It takes a whole-of-government approach.
But that approach must be coherent and coordinated, guided by evidence and public health priorities”-@DrTedros at #MSC2020 on #COVID19 #coronavirus

https://t.co/BjdmDVzXlE",2020-03-29 19:11:25.458420,2020-02-15 14:16:51.000000,67,"[{'text': 'MSC2020', 'indices': [303, 311]}, {'text': 'COVID19', 'indices': [315, 323]}, {'text': 'coronavirus', 'indices': [324, 336]}]",49323,,Twitter Web App,None,None,None
1816,1228684115005841410,World Health Organization (WHO),WHO,44,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “We call on all governments, companies and news organizations to work with us to sound the appropriate level of alarm, without fanning the flames of hysteria.”-@DrTedros at #MSC2020 on #COVID19 #coronavirus",2020-03-29 19:11:25.458424,2020-02-15 14:14:55.000000,96,"[{'text': 'MSC2020', 'indices': [268, 276]}, {'text': 'COVID19', 'indices': [280, 288]}, {'text': 'coronavirus', 'indices': [289, 301]}]",49323,,Twitter Web App,None,None,None
1817,1228684035146338309,World Health Organization (WHO),WHO,38,"@DrTedros @MunSecConf “That’s why we’re also working with search &amp; media companies like @Facebook, @Google, @Pinterest, @TencentGlobal, @Twitter, @tiktok_us, @YouTube and others to counter the spread of rumours &amp; misinformation”-@DrTedros at #MSC2020 on #COVID19 #coronavirus #KnowtheFacts",2020-03-29 19:11:25.458427,2020-02-15 14:14:36.000000,87,"[{'text': 'MSC2020', 'indices': [250, 258]}, {'text': 'COVID19', 'indices': [262, 270]}, {'text': 'coronavirus', 'indices': [271, 283]}, {'text': 'KnowtheFacts', 'indices': [284, 297]}]",49323,,Twitter Web App,None,None,None
1818,1228683949796470784,World Health Organization (WHO),WHO,118,"@DrTedros @MunSecConf “We’re not just fighting an epidemic; we’re fighting an infodemic.
Fake news spreads faster and more easily than this #coronavirus &amp; is just as dangerous”-@DrTedros at #MSC2020 #COVID19",2020-03-29 19:11:25.458431,2020-02-15 14:14:16.000000,145,"[{'text': 'coronavirus', 'indices': [140, 152]}, {'text': 'MSC2020', 'indices': [194, 202]}, {'text': 'COVID19', 'indices': [203, 211]}]",49323,,Twitter Web App,None,None,None
1819,1228683853474226176,World Health Organization (WHO),WHO,45,@DrTedros @MunSecConf “WHO is working with manufacturers &amp; distributors of personal protective equipment to ensure a reliable supply of the tools health workers need to do their job safely and effectively”-@DrTedros at #MSC2020 on #COVID19 #coronavirus,2020-03-29 19:11:25.458434,2020-02-15 14:13:53.000000,85,"[{'text': 'MSC2020', 'indices': [223, 231]}, {'text': 'COVID19', 'indices': [235, 243]}, {'text': 'coronavirus', 'indices': [244, 256]}]",49323,,Twitter Web App,None,None,None
1820,1228683788101836800,World Health Organization (WHO),WHO,44,"@DrTedros @MunSecConf “🇨🇳 has bought the world time. We don’t know how much time.
All countries must be prepared for the arrival of #COVID19 cases, to treat patients with dignity and compassion, and to prevent onward transmission &amp; to protect healthworkers”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458438,2020-02-15 14:13:37.000000,55,"[{'text': 'COVID19', 'indices': [132, 140]}, {'text': 'MSC2020', 'indices': [275, 283]}, {'text': 'coronavirus', 'indices': [284, 296]}]",49323,,Twitter Web App,None,None,None
1821,1228683737568874496,World Health Organization (WHO),WHO,41,"@DrTedros @MunSecConf “Today, I have 3⃣ requests for the international community.
1⃣ we must use the window of opportunity we have to intensify our preparedness”-@DrTedros at #MSC2020 on #COVID19 #coronavirus",2020-03-29 19:11:25.458441,2020-02-15 14:13:25.000000,74,"[{'text': 'MSC2020', 'indices': [175, 183]}, {'text': 'COVID19', 'indices': [187, 195]}, {'text': 'coronavirus', 'indices': [196, 208]}]",49323,,Twitter Web App,None,None,None
1822,1228683661475749888,World Health Organization (WHO),WHO,39,"@DrTedros @MunSecConf “This is frankly difficult to understand, and dangerously short-sighted”-@DrTedros at #MSC2020 https://t.co/bbHSD0VGyq",2020-03-29 19:11:25.458445,2020-02-15 14:13:07.000000,75,"[{'text': 'MSC2020', 'indices': [108, 116]}]",49323,,Twitter Web App,None,None,None
1823,1228683565648535554,World Health Organization (WHO),WHO,94,"@DrTedros @MunSecConf “The 🌎 spends billions of 💵 preparing for a terrorist attack, but relatively little preparing for the attack of a 🦠, which could be far more deadly &amp; far more damaging economically, politically &amp; socially”-@DrTedros at #MSC2020",2020-03-29 19:11:25.458449,2020-02-15 14:12:44.000000,156,"[{'text': 'MSC2020', 'indices': [249, 257]}]",49323,,Twitter Web App,None,None,None
1824,1228683481623990272,World Health Organization (WHO),WHO,64,"@DrTedros @MunSecConf “For too long, the world has operated on a cycle of panic and neglect. We throw money at an outbreak, and when it’s over, we forget about it and do nothing to prevent the next one”-@DrTedros at #MSC2020",2020-03-29 19:11:25.458453,2020-02-15 14:12:24.000000,104,"[{'text': 'MSC2020', 'indices': [216, 224]}]",49323,,Twitter Web App,None,None,None
1825,1228683404767526914,World Health Organization (WHO),WHO,14,"@DrTedros @MunSecConf “Two years ago, @WHO &amp; @WorldBank founded the Global Preparedness Monitoring Board, an independent body to assess the state of the 🌎’s readiness for a pandemic.
Last year the board published its 1st report, which concluded the world remains dangerously unprepared.”-@DrTedros",2020-03-29 19:11:25.458456,2020-02-15 14:12:06.000000,26,[],49323,,Twitter Web App,None,None,None
1826,1228683285984956416,World Health Organization (WHO),WHO,159,"@DrTedros @MunSecConf “The outbreaks of both #Ebola and #COVID19 underscore once again the vital importance for all countries to invest in preparedness, not panic”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458473,2020-02-15 14:11:37.000000,352,"[{'text': 'Ebola', 'indices': [45, 51]}, {'text': 'COVID19', 'indices': [56, 64]}, {'text': 'MSC2020', 'indices': [177, 185]}, {'text': 'coronavirus', 'indices': [186, 198]}]",49323,,Twitter Web App,None,None,None
1827,1228683215210188801,World Health Organization (WHO),WHO,38,"@DrTedros @MunSecConf “And most of all, we’re concerned about the potential havoc this #coronavirus could wreak in countries with weaker health systems”-@DrTedros at #MSC2020 on #COVID19",2020-03-29 19:11:25.458476,2020-02-15 14:11:20.000000,61,"[{'text': 'coronavirus', 'indices': [87, 99]}, {'text': 'MSC2020', 'indices': [166, 174]}, {'text': 'COVID19', 'indices': [178, 186]}]",49323,,Twitter Web App,None,None,None
1828,1228683143516971009,World Health Organization (WHO),WHO,38,@DrTedros @MunSecConf “We’re concerned about the level of rumours and misinformation that are hampering the #COVID19 response”-@DrTedros at #MSC2020 #coronavirus,2020-03-29 19:11:25.458481,2020-02-15 14:11:03.000000,57,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'MSC2020', 'indices': [140, 148]}, {'text': 'coronavirus', 'indices': [149, 161]}]",49323,,Twitter Web App,None,None,None
1829,1228683026453889024,World Health Organization (WHO),WHO,33,"@DrTedros @MunSecConf “We’re concerned about the severe disruption in the market for personal protective equipment, which is putting front line health workers and carers at risk”-@DrTedros at #MSC2020 on #COVID19 #coronavirus",2020-03-29 19:11:25.458484,2020-02-15 14:10:35.000000,52,"[{'text': 'MSC2020', 'indices': [192, 200]}, {'text': 'COVID19', 'indices': [204, 212]}, {'text': 'coronavirus', 'indices': [213, 225]}]",49323,,Twitter Web App,None,None,None
1830,1228682972297146369,World Health Organization (WHO),WHO,40,@DrTedros @MunSecConf “We’re concerned by the lack of urgency in funding the #COVID19 response”-@DrTedros at #MSC2020 #coronavirus,2020-03-29 19:11:25.458487,2020-02-15 14:10:23.000000,61,"[{'text': 'COVID19', 'indices': [77, 85]}, {'text': 'MSC2020', 'indices': [109, 117]}, {'text': 'coronavirus', 'indices': [118, 130]}]",49323,,Twitter Web App,None,None,None
1831,1228682781292666881,World Health Organization (WHO),WHO,48,@DrTedros @MunSecConf “We’re concerned by reports from China yesterday about the number of health workers who have been infected or have died”-@DrTedros at #MSC2020 on #COVID19 #coronavirus,2020-03-29 19:11:25.458491,2020-02-15 14:09:37.000000,59,"[{'text': 'MSC2020', 'indices': [156, 164]}, {'text': 'COVID19', 'indices': [168, 176]}, {'text': 'coronavirus', 'indices': [177, 189]}]",49323,,Twitter Web App,None,None,None
1832,1228682704704634885,World Health Organization (WHO),WHO,33,"@DrTedros @MunSecConf “But we also have several concerns.
We’re concerned by the continued increase in the number of #COVID19 cases in #China”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458494,2020-02-15 14:09:19.000000,45,"[{'text': 'COVID19', 'indices': [117, 125]}, {'text': 'China', 'indices': [135, 141]}, {'text': 'MSC2020', 'indices': [156, 164]}, {'text': 'coronavirus', 'indices': [165, 177]}]",49323,,Twitter Web App,None,None,None
1833,1228682624983498753,World Health Organization (WHO),WHO,29,"@DrTedros @MunSecConf “We’re encouraged that an international team of experts is now on the ground in #China, working closely with their Chinese counterparts to understand the #COVID19 outbreak, and to inform the next steps in the global response”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458498,2020-02-15 14:09:00.000000,50,"[{'text': 'China', 'indices': [102, 108]}, {'text': 'COVID19', 'indices': [176, 184]}, {'text': 'MSC2020', 'indices': [261, 269]}, {'text': 'coronavirus', 'indices': [270, 282]}]",49323,,Twitter Web App,None,None,None
1834,1228682552237592577,World Health Organization (WHO),WHO,8,"@DrTedros @MunSecConf “We’re encouraged that we have been able to ship #COVID19 diagnostic kits, as well as supplies of masks, gloves, gowns and other personal protective equipment to some of the countries that need it most”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458501,2020-02-15 14:08:42.000000,23,"[{'text': 'COVID19', 'indices': [71, 79]}, {'text': 'MSC2020', 'indices': [238, 246]}, {'text': 'coronavirus', 'indices': [247, 259]}]",49323,,Twitter Web App,None,None,None
1835,1228682502472130566,World Health Organization (WHO),WHO,25,"@DrTedros @MunSecConf “We’re encouraged that the global research community has come together to identify and accelerate the most urgent research needs for #COVID19 diagnostics, treatments and vaccines”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458505,2020-02-15 14:08:31.000000,43,"[{'text': 'COVID19', 'indices': [155, 163]}, {'text': 'MSC2020', 'indices': [215, 223]}, {'text': 'coronavirus', 'indices': [224, 236]}]",49323,,Twitter Web App,None,None,None
1836,1228682417751412742,World Health Organization (WHO),WHO,30,"@DrTedros @MunSecConf “We’re encouraged that outside #China, we have not yet seen widespread #COVID19 community transmission”-@DrTedros at #MSC2020",2020-03-29 19:11:25.458508,2020-02-15 14:08:10.000000,49,"[{'text': 'China', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [93, 101]}, {'text': 'MSC2020', 'indices': [139, 147]}]",49323,,Twitter Web App,None,None,None
1837,1228682336688103427,World Health Organization (WHO),WHO,40,"@DrTedros @MunSecConf “We are encouraged that the steps #China has taken to contain the #COVID19 outbreak at its source appear to have bought the world time, even though those steps have come at great cost to 🇨🇳 itself”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458512,2020-02-15 14:07:51.000000,63,"[{'text': 'China', 'indices': [56, 62]}, {'text': 'COVID19', 'indices': [88, 96]}, {'text': 'MSC2020', 'indices': [233, 241]}, {'text': 'coronavirus', 'indices': [242, 254]}]",49323,,Twitter Web App,None,None,None
1838,1228682240797954050,World Health Organization (WHO),WHO,41,"@DrTedros @MunSecConf “Let me be clear: it is impossible to predict which direction this #COVID19 outbreak will take.
What I can tell you is what encourages us, and what concerns us”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458515,2020-02-15 14:07:28.000000,62,"[{'text': 'COVID19', 'indices': [89, 97]}, {'text': 'MSC2020', 'indices': [196, 204]}, {'text': 'coronavirus', 'indices': [205, 217]}]",49323,,Twitter Web App,None,None,None
1839,1228682141820735489,World Health Organization (WHO),WHO,28,"@DrTedros @MunSecConf “The second of these 3⃣ scenarios is what we are seeing now with the outbreak of #COVID19.
With 99% of cases in #China🇨🇳, this is still very much an emergency for that country”-@DrTedros at #MSC2020 #coronavirus",2020-03-29 19:11:25.458518,2020-02-15 14:07:05.000000,57,"[{'text': 'COVID19', 'indices': [103, 111]}, {'text': 'China', 'indices': [134, 140]}, {'text': 'MSC2020', 'indices': [212, 220]}, {'text': 'coronavirus', 'indices': [221, 233]}]",49323,,Twitter Web App,None,None,None
1840,1228682036153606144,World Health Organization (WHO),WHO,34,"@DrTedros @MunSecConf “3⃣ the deliberate or accidental release of biological agents – a hopefully rare event for which we must nonetheless be prepared”-@DrTedros at #MSC2020

https://t.co/PoaaTRvrLz",2020-03-29 19:11:25.458522,2020-02-15 14:06:39.000000,64,"[{'text': 'MSC2020', 'indices': [165, 173]}]",49323,,Twitter Web App,None,None,None
1841,1228681864078143488,World Health Organization (WHO),WHO,33,"@DrTedros @MunSecConf ""2⃣ The emergence of a pathogen with pandemic potential, moving rapidly from country to country and requiring an immediate and large-scale response in countries”-@DrTedros at #MSC2020

https://t.co/PoaaTRvrLz",2020-03-29 19:11:25.458525,2020-02-15 14:05:58.000000,52,"[{'text': 'MSC2020', 'indices': [197, 205]}]",49323,,Twitter Web App,None,None,None
1842,1228681657621909504,World Health Organization (WHO),WHO,27,"@DrTedros @MunSecConf “In the last few years, 80% of outbreaks requiring an international response have occurred in countries affected by fragility, conflict and insecurity""-@DrTedros at #MSC2020",2020-03-29 19:11:25.458529,2020-02-15 14:05:09.000000,61,"[{'text': 'MSC2020', 'indices': [187, 195]}]",49323,,Twitter Web App,None,None,None
1843,1228681580018835456,World Health Organization (WHO),WHO,28,"@DrTedros @MunSecConf “There are 3⃣ main scenarios in which a coordinated response between the health &amp; security sectors is essential:
1⃣ high-impact epidemics in situations of conflict and insecurity, such as #Ebola""-@DrTedros at #MSC2020",2020-03-29 19:11:25.458532,2020-02-15 14:04:51.000000,50,"[{'text': 'Ebola', 'indices': [214, 220]}, {'text': 'MSC2020', 'indices': [235, 243]}]",49323,,Twitter Web App,None,None,None
1844,1228681508287852546,World Health Organization (WHO),WHO,34,@DrTedros @MunSecConf “Health security is therefore not just the health sector’s business. It’s everybody’s business”-@DrTedros at #MSC2020,2020-03-29 19:11:25.458535,2020-02-15 14:04:34.000000,74,"[{'text': 'MSC2020', 'indices': [131, 139]}]",49323,,Twitter Web App,None,None,None
1845,1228681421218287619,World Health Organization (WHO),WHO,39,"@DrTedros @MunSecConf “Without peace, health can be an unattainable dream. 
But the opposite can also be true: epidemics have the potential to cause severe political, economic &amp; social instability &amp; insecurity”-@DrTedros at #MSC2020",2020-03-29 19:11:25.458538,2020-02-15 14:04:13.000000,86,"[{'text': 'MSC2020', 'indices': [232, 240]}]",49323,,Twitter Web App,None,None,None
1846,1228681355384545282,World Health Organization (WHO),WHO,35,"@DrTedros @MunSecConf “It was no coincidence:
•the 1918 #flu pandemic erupted in the middle of the WW I
•the final frontier for eradicating #polio is in the most insecure regions of 🇵🇰 &amp; 🇦🇫
•#Ebola has spread in the most insecure region of DRC”
-@DrTedros #MSC2020",2020-03-29 19:11:25.458542,2020-02-15 14:03:57.000000,57,"[{'text': 'flu', 'indices': [56, 60]}, {'text': 'polio', 'indices': [140, 146]}, {'text': 'Ebola', 'indices': [195, 201]}, {'text': 'MSC2020', 'indices': [260, 268]}]",49323,,Twitter Web App,None,None,None
1847,1228681280562196480,World Health Organization (WHO),WHO,26,@DrTedros @MunSecConf “This experience illustrates a key lesson of history: disease and insecurity are old friends.”-@DrTedros at #MSC2020,2020-03-29 19:11:25.458545,2020-02-15 14:03:39.000000,53,"[{'text': 'MSC2020', 'indices': [130, 138]}]",49323,,Twitter Web App,None,None,None
1848,1228681179458609153,World Health Organization (WHO),WHO,72,"@DrTedros @MunSecConf “This epidemic stands in stark contrast to the previous #Ebola outbreak in the western part of DRC in 2018, an area that is relatively stable and peaceful. That outbreak was controlled in just three months”-@DrTedros at #MSN2020",2020-03-29 19:11:25.458549,2020-02-15 14:03:15.000000,194,"[{'text': 'Ebola', 'indices': [78, 84]}, {'text': 'MSN2020', 'indices': [242, 250]}]",49323,,Twitter Web App,None,None,None
1849,1228681078682062848,World Health Organization (WHO),WHO,31,"@DrTedros @MunSecConf “We are finally starting to see the possibility of ending this #Ebola outbreak in #DRC, after more than 18 months &amp; the loss of 2,249 lives. In the past week there has been just 1 case, compared with 120 cases a week at the peak of the outbreak in April”-@DrTedros at #MSC2020",2020-03-29 19:11:25.458552,2020-02-15 14:02:51.000000,59,"[{'text': 'Ebola', 'indices': [85, 91]}, {'text': 'DRC', 'indices': [104, 108]}, {'text': 'MSC2020', 'indices': [294, 302]}]",49323,,Twitter Web App,None,None,None
1850,1228680983786008577,World Health Organization (WHO),WHO,11,"@DrTedros @MunSecConf ""I’d like to thank the 🇨🇩 President for his leadership &amp; for his vision of a healthier &amp; safer #DRC""-@DrTedros at #MSC2020",2020-03-29 19:11:25.458555,2020-02-15 14:02:28.000000,41,"[{'text': 'DRC', 'indices': [125, 129]}, {'text': 'MSC2020', 'indices': [144, 152]}]",49323,,Twitter Web App,None,None,None
1851,1228680788453076992,World Health Organization (WHO),WHO,16,"@DrTedros @MunSecConf Yesterday I was in Kinshasa, in #DRC, meeting with the President &amp; other senior ministers to review progress against the #Ebola outbreak &amp; to work together on a plan to strengthen 🇨🇩’s health system so that it never sees another outbreak like this again”-@DrTedros at #MSC2020",2020-03-29 19:11:25.458559,2020-02-15 14:01:42.000000,52,"[{'text': 'DRC', 'indices': [54, 58]}, {'text': 'Ebola', 'indices': [147, 153]}, {'text': 'MSC2020', 'indices': [298, 306]}]",49323,,Twitter Web App,None,None,None
1852,1228680399733194756,World Health Organization (WHO),WHO,302,Live with @DrTedros on health security from the @MunSecConf. #MSC2020 https://t.co/nAlSD06YIR,2020-03-29 19:11:25.458562,2020-02-15 14:00:09.000000,543,"[{'text': 'MSC2020', 'indices': [61, 69]}]",49323,,Periscope,None,None,None
